name,group_name,score,ticker,inception_date,portfolio_date,equity_percentage,holdings
Glenmede Mid Cap Equity Advisor,Mid Value,92.43,GMQAX,9/30/2014,4/30/2015,97.48,58
Glenmede Small Cap Equity Adv,Small Blend,90.16,GTCSX,3/1/1991,4/30/2015,97.03,101
Glenmede Strategic Equity,Large Growth,83.62,GTCEX,7/20/1989,4/30/2015,99.38,47
Glenmede US Emerging Growth,Small Growth,91.74,GTGSX,12/29/1999,4/30/2015,99.27,110
Global IPO,Mid Growth,99.4,IPOSX,12/19/1997,3/31/2015,99.23,34
GMG Defensive Beta,Large Blend,86.42,MPDAX,8/14/2009,4/30/2015,72.08,30
GMO Quality III,Large Blend,71.1,GQETX,2/6/2004,2/28/2015,98.97,90
GMO US Equity Allocation III,Large Blend,60.59,GMUEX,9/18/1985,2/28/2015,97.84,194
Golden Large Cap Core Institutional,Large Blend,78.76,GLDLX,9/13/2005,3/31/2015,98.97,51
Golden Small Cap Core I,Small Blend,96.28,GLDSX,9/13/2005,3/31/2015,92.43,61
Goldman Sachs Capital Growth A,Large Growth,59.53,GSCGX,4/20/1990,6/30/2015,100,120
Goldman Sachs Concentrated Growth A,Large Growth,69.79,GCGAX,9/3/2002,6/30/2015,98.1,45
Goldman Sachs Dynamic US Equity A,Large Growth,81.41,GAGVX,11/30/2009,6/30/2015,96.77,48
Goldman Sachs Flexible Cap Growth A,Large Growth,66.26,GALLX,1/31/2008,6/30/2015,99.23,124
Goldman Sachs Focused Growth A,Large Growth,75.01,GFGAX,1/31/2012,6/30/2015,97.58,25
Goldman Sachs Growth and Inc A,Large Value,58.06,GSGRX,2/5/1993,6/30/2015,99.46,63
Goldman Sachs Growth Opportunities A,Mid Growth,93.37,GGOAX,5/24/1999,7/31/2015,99.88,81
Goldman Sachs Large Cap Gr Insghts A,Large Growth,67.12,GLCGX,5/1/1997,4/30/2015,96.5,135
Goldman Sachs Large Cap Value A,Large Value,62.48,GSLAX,12/15/1999,6/30/2015,99.78,67
Goldman Sachs Large Cp Val Insghts A,Large Value,66.2,GCVAX,12/31/1998,4/30/2015,97.17,125
Goldman Sachs Mid Cap Value Instl,Mid Value,77.77,GSMCX,8/1/1995,6/30/2015,99.01,99
Goldman Sachs Rising Dividend Gr A,Large Growth,88.27,GSRAX,3/17/2004,6/30/2015,96.21,54
Goldman Sachs Small Cap Eq Insghts A,Small Blend,85.54,GCSAX,8/15/1997,4/30/2015,97.49,253
Goldman Sachs Small Cap Gr Insghts A,Small Growth,78.79,GSAOX,6/25/2007,4/30/2015,94.88,257
Goldman Sachs Small Cap Value A,Small Blend,80.16,GSSMX,10/22/1992,6/30/2015,98.17,229
Goldman Sachs Small Cp Val Insghts A,Small Value,89.93,GSATX,6/25/2007,4/30/2015,97.49,258
Goldman Sachs Small/Mid Cap Growth A,Mid Growth,94.45,GSMAX,6/30/2005,6/30/2015,98.66,112
Goldman Sachs Small/Mid Cap Value A,Mid Value,89.7,GMVAX,1/31/2014,6/30/2015,98.34,150
Goldman Sachs Strategic Growth A,Large Growth,58.97,GGRAX,5/24/1999,6/30/2015,99.03,76
Goldman Sachs US Eq Div and Premium A,Large Blend,39.57,GSPAX,8/31/2005,6/30/2015,97.17,258
Goldman Sachs US Equity Insights A,Large Blend,55.12,GSSQX,5/24/1991,4/30/2015,98.27,124
Goldman Sachs US Tax-Managed Eq A,Large Blend,56.97,GCTAX,4/3/2000,3/31/2015,100,271
Golub Group Equity,Large Blend,79.29,GGEFX,4/1/2009,6/30/2015,89.56,29
GoodHaven,Large Value,98.96,GOODX,4/8/2011,5/31/2015,70.58,26
Goodwood SMID Cap Discovery,Small Growth,98.65,GAMAX,12/31/2009,5/31/2015,99.26,40
Gotham Enhanced Return Institutional,Mid Blend,155.42,GENIX,5/31/2013,4/30/2015,101,435
Government Street Equity,Large Growth,68.21,GVEQX,6/18/1991,6/30/2015,93.68,96
Government Street Mid-Cap,Mid Growth,82.22,GVMCX,11/17/2003,6/30/2015,93.81,124
Grand Prix Investors,Large Growth,86.3,[na],10/15/2010,4/30/2015,92.32,33
Granite Value,Large Value,82.77,GVFIX,12/22/2011,6/30/2015,99.72,38
Great Lakes Disciplined Equity Instl,Large Blend,71.87,GLDNX,6/1/2009,6/30/2015,99.32,87
Great Lakes Large Cap Value Instl,Large Value,73.17,GLLIX,9/28/2012,6/30/2015,95.95,53
Great Lakes Small Cap Opportunity Inv,Small Blend,97.14,GLSCX,12/2/2008,6/30/2015,96.75,46
Great-West American Century Growth Init,Large Growth,67.57,MXGRX,6/16/2011,3/31/2015,94.71,91
Great-West Ariel Mid Cap Value Init,Mid Blend,96.42,MXMCX,1/3/1994,3/31/2015,91.68,40
Great-West Goldman Sachs Md Cp Val Init,Mid Value,74.58,MXMVX,5/15/2008,3/31/2015,94.92,179
Great-West Invesco Small Cap Value Init,Small Value,90.57,MXSVX,5/15/2008,3/31/2015,99.81,192
Great-West Loomis Sayles Sm Cp Val Init,Small Blend,90.33,MXLSX,11/1/1994,3/31/2015,97.47,158
Great-West Multi-Manager Lg Cp Gr Init,Large Growth,49.9,MXLGX,5/21/2003,3/31/2015,96.82,92
Great-West Putnam Equity Income Init,Large Value,69.84,MXQIX,6/16/2011,3/31/2015,93.87,125
Great-West S&P 500 Index Init,Large Blend,13.58,MXVIX,9/8/2003,3/31/2015,96.76,510
Great-West S&P Mid Cap 400 Index Init,Mid Blend,75.71,MXMDX,1/21/2011,3/31/2015,95.39,403
Great-West S&P SmallCap 600 Index Init,Small Blend,69.52,MXISX,12/1/1993,3/31/2015,97.58,604
Great-West Small Cap Growth Init,Small Growth,80.47,MXSGX,11/1/1994,3/31/2015,94.86,106
Great-West Stock Index Initial,Large Blend,20.64,MXSIX,2/25/1982,3/31/2015,98.13,907
Great-West T. Rowe Price Eq Inc Init,Large Value,69.82,MXEQX,11/1/1994,3/31/2015,95.12,121
Great-West T. Rowe Price Mid Cp Gr Init,Mid Growth,88.6,MXMGX,7/1/1997,3/31/2015,93.13,147
Green Century Equity,Large Growth,69.32,GCEQX,9/13/1995,6/30/2015,99.47,376
Green Owl Intrinsic Value,Large Blend,77.77,GOWLX,12/28/2011,6/30/2015,99.22,42
Greenleaf Income Growth,Large Value,75.09,GIGFX,11/3/2014,4/30/2015,89.08,43
GRT Value Adv,Small Blend,96.27,GRTVX,5/1/2008,4/30/2015,86.03,107
Guggenheim Large Cap Value A,Large Value,68.29,SECIX,8/7/1944,6/30/2015,96.21,72
Guggenheim Mid Cap Value A,Small Value,90.85,SEVAX,5/1/1997,6/30/2015,98.43,108
Guggenheim Mid Cap Value Instl,Small Value,90.85,SVUIX,7/11/2008,6/30/2015,96.06,108
Guggenheim Small Cap Value A,Small Blend,94.1,SSUAX,7/11/2008,6/30/2015,98.9,104
Guggenheim StylePlus - Large Core A,Large Blend,51.36,SECEX,9/10/1962,6/30/2015,15.48,117
Guggenheim StylePlus - Mid Growth A,Mid Growth,72.77,SECUX,9/17/1969,6/30/2015,14.99,185
GuideMark Large Cap Growth Service,Large Growth,59.92,GMLGX,6/29/2001,6/30/2015,99.89,96
GuideMark Large Cap Value Service,Large Value,76.27,GMLVX,6/29/2001,6/30/2015,98.5,75
GuideMark Opportunistic Equity Instl,Large Blend,72.2,GIOEX,4/1/2011,6/30/2015,97.13,136
GuideMark Small/Mid Cap Core Service,Mid Blend,88.75,GMSMX,6/29/2001,6/30/2015,99.51,257
GuideStone Funds Equity Index Instl,Large Blend,14.17,GEQYX,8/27/2001,6/30/2015,97.38,492
GuideStone Funds Growth Equity Instl,Large Growth,60.92,GGEYX,8/27/2001,6/30/2015,96.27,104
GuideStone Funds Small Cap Equity Instl,Small Blend,76.84,GSCYX,8/27/2001,6/30/2015,96.56,462
GuideStone Funds Value Equity Instl,Large Value,62.99,GVEYX,8/27/2001,6/30/2015,97.28,245
Hamlin High Dividend Equity Instl,Mid Value,99.13,HHDFX,3/30/2012,3/31/2015,89.67,38
Hancock Horizon Burkenroad Small Cap A,Small Blend,93.9,HHBUX,12/31/2001,6/30/2015,96.72,85
Hancock Horizon Growth A,Large Growth,86.26,HHRAX,1/31/2001,6/30/2015,99.35,68
Hancock Horizon US Small Cap A,Small Blend,96.4,HSCAX,12/31/2013,6/30/2015,98.86,64
Hancock Horizon Value A,Large Value,82.73,HHGAX,5/31/2000,6/30/2015,97.68,88
Harbor Capital Appreciation Instl,Large Growth,51.93,HACAX,12/29/1987,6/30/2015,99.56,69
Harbor Large Cap Value Instl,Large Blend,85.34,HAVLX,12/29/1987,6/30/2015,98.03,44
Harbor Mid Cap Growth Instl,Mid Growth,94.9,HAMGX,11/1/2000,6/30/2015,96.46,81
Harbor Mid Cap Value Instl,Mid Value,66.93,HAMVX,3/1/2002,6/30/2015,97.95,198
Harbor Small Cap Growth Instl,Small Growth,88.11,HASGX,11/1/2000,6/30/2015,95.67,76
Harbor Small Cap Growth Opps Instl,Small Growth,91.15,HASOX,2/3/2014,6/30/2015,98.02,102
Harbor Small Cap Value Instl,Small Blend,95.69,HASCX,12/14/2001,6/30/2015,94.93,61
Hartford Capital Appreciation A,Large Blend,65.76,ITHAX,7/22/1996,6/30/2015,95.61,397
Hartford Capital Appreciation HLS IA,Large Blend,64.56,HIACX,4/2/1984,6/30/2015,96.61,395
Hartford Core Equity A,Large Blend,74.03,HAIAX,4/30/1998,6/30/2015,96.93,70
Hartford Disciplined Equity HLS IA,Large Blend,74.04,HIAGX,5/29/1998,6/30/2015,98.81,69
Hartford Dividend and Growth A,Large Value,60.67,IHGIX,7/22/1996,6/30/2015,98.09,85
Hartford Dividend and Growth HLS IA,Large Value,60.76,HIADX,3/9/1994,6/30/2015,99.13,85
Hartford Equity Income A,Large Value,58.1,HQIAX,8/28/2003,6/30/2015,99.59,72
Hartford Growth Opportunities B,Large Growth,64.93,HGOBX,2/15/2002,6/30/2015,90.65,106
Hartford Growth Opportunities HLS IA,Large Growth,65.06,HAGOX,3/24/1987,6/30/2015,90.85,105
Hartford MidCap A,Mid Growth,90.77,HFMCX,12/31/1997,6/30/2015,98.6,102
Hartford MidCap HLS IA,Mid Growth,90.72,HIMCX,7/14/1997,6/30/2015,99.79,102
Hartford MidCap Value A,Mid Value,89.51,HMVAX,4/30/2001,6/30/2015,98.37,84
Hartford MidCap Value HLS IA,Mid Value,89.51,HMVIX,4/30/2001,6/30/2015,98.52,85
Hartford Small Cap Core A,Small Blend,83.36,HSMAX,12/31/2004,6/30/2015,98.36,283
Hartford Small Company A,Small Growth,84.34,IHSAX,7/22/1996,6/30/2015,93.29,336
Hartford Small Company HLS IA,Small Growth,85.14,HIASX,8/9/1996,6/30/2015,93.09,335
Hartford Small/Mid Cap Equity HLS IA,Small Blend,83.83,HMCSX,5/1/1998,6/30/2015,99.13,270
Hartford SmallCap Growth A,Small Growth,79.53,HSLAX,2/15/2002,6/30/2015,98.66,350
Hartford SmallCap Growth HLS IA,Small Growth,79.91,HISCX,5/2/1994,6/30/2015,98.93,348
Hartford Stock HLS IA,Large Blend,72.19,HSTAX,8/31/1977,6/30/2015,98.21,50
Hartford Value HLS IA,Large Value,64.29,HIAVX,4/30/2001,6/30/2015,99.53,82
Hartford Value Opportunities B,Large Value,76.91,HVOBX,2/15/2002,6/30/2015,98.84,88
Haverford Quality Growth Stock,Large Blend,74.5,HAVGX,6/30/2004,4/30/2015,99.5,31
Heartland Mid Cap Value Institutional,Mid Value,87.2,HNMDX,10/31/2014,6/30/2015,98.23,52
Heartland Select Value,Mid Value,94.08,HRSVX,10/11/1996,6/30/2015,95.39,51
Heartland Value,Small Value,96.94,HRTVX,12/28/1984,6/30/2015,94.65,131
Heartland Value Plus,Small Value,95.04,HRVIX,10/26/1993,6/30/2015,99.29,56
Henderson US Growth Opportunities A,Large Growth,85.64,HGRAX,12/18/2014,6/30/2015,97.12,37
Hennessy Cornerstone Growth Investor,Small Blend,98.53,HFCGX,11/1/1996,6/30/2015,97.27,52
Hennessy Cornerstone Large Growth Instl,Large Blend,87.59,HILGX,3/20/2009,6/30/2015,94.47,51
Hennessy Cornerstone Mid Cap 30 Inv,Mid Blend,96.23,HFMDX,9/17/2003,6/30/2015,95.53,32
Hennessy Cornerstone Value Investor,Large Value,67.36,HFCVX,11/1/1996,6/30/2015,96.52,49
Hennessy Focus Investor,Mid Growth,98.24,HFCSX,1/3/1997,6/30/2015,88.85,25
Hennessy Large Value Investor,Large Value,70.13,HLVFX,9/30/1984,6/30/2015,98.59,79
Hennessy Total Return Investor,Large Value,66.65,HDOGX,7/29/1998,6/30/2015,51.35,18
Henssler Equity Investor,Large Blend,76.27,HEQFX,6/10/1998,6/30/2015,98.26,107
Highland Dividend Equity Y,Large Value,79.48,HDFYX,11/14/2011,3/31/2015,109.63,36
Highland Premier Growth Equity A,Large Growth,64.21,HPEAX,12/31/1996,3/31/2015,95.86,39
Highland Small-Cap Equity A,Small Growth,94.13,HSZAX,9/30/1998,3/31/2015,98.61,86
Hillman Focused Advantage,Large Value,76.87,HCMAX,12/29/2000,7/31/2015,97.6,38
Hodges Blue Chip 25 Retail,Large Growth,79.05,HDPBX,9/10/2009,6/30/2015,99.55,24
Hodges Equity Income Retail,Large Value,81.77,HDPEX,9/10/2009,6/30/2015,95.08,32
Hodges Pure Contrarian Retail,Small Blend,99.5,HDPCX,9/10/2009,6/30/2015,90.14,23
Hodges Retail,Mid Blend,98.04,HDPMX,10/9/1992,6/30/2015,100,49
Hodges Small Cap Retail,Small Blend,93.2,HDPSX,12/18/2007,6/30/2015,93.07,94
Hodges Small Intrinsic Value Retail,Small Blend,98.04,HDSVX,12/26/2013,3/31/2015,86.12,53
Hodges Small-Mid Cap Retail,Mid Growth,95.06,HDSMX,12/26/2013,3/31/2015,88.91,39
Homestead Growth,Large Growth,67.17,HNASX,1/22/2001,3/31/2015,97.64,73
Homestead Small Company Stock,Small Blend,95.91,HSCSX,3/4/1998,3/31/2015,93.09,63
Homestead Value,Large Value,70.1,HOVLX,11/19/1990,3/31/2015,98.26,49
Hood River Small Cap Growth Instl,Small Growth,91.22,HRSMX,1/2/2003,3/31/2015,96.43,79
Horizon Spin-off & Corp Restructuring A,Mid Growth,96.87,LSHAX,5/4/2007,4/30/2015,85.96,60
Hotchkis & Wiley Diversified Value A,Large Value,77.95,HWCAX,8/30/2004,6/30/2015,99.19,70
Hotchkis & Wiley Large Cap Value I,Large Value,77.47,HWLIX,6/24/1987,6/30/2015,97.91,58
Hotchkis & Wiley Mid-Cap Value I,Mid Value,85.67,HWMIX,1/2/1997,6/30/2015,100.5,61
Hotchkis & Wiley Sm Cp Divers Val A,Small Value,83.11,HWVAX,6/30/2014,6/30/2015,98.83,386
Hotchkis & Wiley Small Cap Value I,Small Value,91.63,HWSIX,9/20/1985,6/30/2015,97.49,69
Hotchkis & Wiley Value Opps A,Mid Value,87.18,HWAAX,12/31/2002,6/30/2015,90.88,58
HSBC Growth A,Large Growth,51.52,HOTAX,5/10/2004,4/30/2015,99.77,68
HSBC Opportunity A,Mid Growth,94.63,HSOAX,9/23/1996,4/30/2015,98.8,77
HSBC Opportunity I,Mid Growth,94.63,RESCX,9/3/1996,4/30/2015,98.8,77
Huber Capital Diversified Lg Cp Val Inst,Large Value,75.23,HUDEX,12/31/2012,6/30/2015,96.36,52
Huber Capital Equity Income Investor,Large Value,76.02,HULIX,6/29/2007,6/30/2015,97.4,44
Huber Capital Small Cap Value Inv,Small Value,96.51,HUSIX,6/29/2007,6/30/2015,97.65,49
Huntington Dividend Capture A,Large Value,68.82,HDCAX,3/1/2001,6/30/2015,79.13,100
Huntington Situs A,Mid Growth,98.72,HSUAX,9/30/2002,6/30/2015,99.99,71
Hussman Strategic Dividend Value,Large Value,84.2,HSDVX,2/6/2012,3/31/2015,93.96,52
ICM Small Company,Small Blend,92.07,ICSCX,4/20/1989,6/30/2015,96.41,123
ICON Fund C,Large Growth,90.58,ICNCX,11/28/2000,6/30/2015,100,29
ICON Long/Short C,Large Growth,92.15,IOLCX,10/17/2002,6/30/2015,96.77,33
ICON Opportunities,Small Growth,97.73,ICONX,9/28/2012,6/30/2015,100,34
Iman K,Large Growth,72.53,IMANX,6/30/2000,6/30/2015,100,122
IMS Capital Value,Mid Value,97.32,IMSCX,8/5/1996,3/31/2015,100.05,42
IMS Dividend Growth,Mid Value,91.07,IMSAX,11/5/2002,3/31/2015,99.53,40
Independent Franchise Partners US Equity,Large Blend,86.38,IFPUX,12/20/2011,3/31/2015,94.84,24
Institutional Advisors LargeCap,Large Blend,79.07,IALFX,3/31/2009,6/30/2015,99.1,36
INTECH US Core D,Large Growth,77.73,JIRMX,2/28/2003,3/31/2015,97.81,187
INTECH US Mgd Volatility A,Large Value,92.39,JRSAX,12/30/2005,3/31/2015,98.42,317
Integrity Dividend Harvest A,Large Value,67.19,IDIVX,5/1/2012,6/30/2015,100,43
Integrity Growth & Income A,Large Growth,76.79,IGIAX,1/3/1995,6/30/2015,100,52
Intrepid Disciplined Value Investor,Mid Value,95.61,ICMCX,10/31/2007,3/31/2015,50.73,29
Intrepid Endurance Investor,Small Value,99.42,ICMAX,10/3/2005,3/31/2015,21.53,15
Invesco American Franchise A,Large Growth,59.36,VAFAX,6/23/2005,6/30/2015,99.34,75
Invesco American Value A,Mid Value,94.47,MSAVX,10/18/1993,6/30/2015,96.05,54
Invesco Charter A,Large Blend,79.74,CHTRX,11/26/1968,6/30/2015,92.37,69
Invesco Comstock A,Large Value,68.34,ACSTX,10/7/1968,6/30/2015,96.65,82
Invesco Diversified Dividend A,Large Value,83.68,LCEAX,12/31/2001,6/30/2015,91.58,82
Invesco Dividend Income Investor,Large Value,77.93,FSTUX,6/2/1986,6/30/2015,91.96,62
Invesco Endeavor A,Mid Blend,99.11,ATDAX,11/4/2003,6/30/2015,79.88,35
Invesco Equally-Wtd S&P 500 B,Large Blend,55.65,VADBX,12/1/1987,6/30/2015,97.69,508
Invesco Exchange,Large Blend,89.01,ACEHX,12/16/1976,6/30/2015,98.89,27
Invesco Growth and Income A,Large Value,69.66,ACGIX,8/1/1946,6/30/2015,96.89,88
Invesco Low Volatility Equity Yield A,Large Value,84.9,SCAUX,3/31/2006,6/30/2015,97.57,122
Invesco Mid Cap Core Equity A,Mid Blend,91.57,GTAGX,6/9/1987,6/30/2015,84.57,61
Invesco Mid Cap Growth A,Mid Growth,90.76,VGRAX,12/27/1995,6/30/2015,97.93,84
Invesco S&P 500 Index A,Large Blend,13.78,SPIAX,9/26/1997,6/30/2015,96.86,508
Invesco Select Companies A,Small Blend,98.45,ATIAX,11/4/2003,6/30/2015,81.42,27
Invesco Small Cap Discovery A,Small Growth,82.94,VASCX,11/27/2000,6/30/2015,96.12,105
Invesco Small Cap Equity A,Small Blend,89.62,SMEAX,8/31/2000,6/30/2015,97.57,105
Invesco Small Cap Growth A,Small Growth,78.69,GTSAX,10/18/1995,6/30/2015,97.92,134
Invesco SmallCapValue A,Small Value,94.96,VSCAX,6/21/1999,6/30/2015,96.7,65
Invesco Summit P,Large Growth,63.86,SMMIX,11/1/1982,6/30/2015,99.58,99
Invesco Value FDP Inv A,Large Value,68.77,MDVVX,7/27/2005,6/30/2015,97,81
Invesco Value Opp A,Large Value,86.19,VVOAX,6/25/2001,6/30/2015,96.41,42
Investment Partners Opportunities A,Mid Value,98.15,IPOFX,1/15/2010,4/30/2015,72.34,58
Iron Horse A,Large Blend,63.02,IRHAX,7/7/2011,3/31/2015,97.05,75
IronBridge Large Cap,Large Growth,69.75,IBLCX,3/30/2012,6/30/2015,95.91,58
IronBridge Small Cap Fund,Small Growth,89.53,IBSCX,8/30/2002,6/30/2015,95.47,91
IronBridge SMID Cap Fund,Mid Growth,93.24,IBSMX,12/31/2004,6/30/2015,96.73,74
Ivy Core Equity C,Large Growth,75.93,WTRCX,9/21/1992,6/30/2015,98.02,57
Ivy Dividend Opportunities A,Large Blend,77.8,IVDAX,7/1/2003,6/30/2015,92.13,52
Ivy Large Cap Growth A,Large Growth,55.32,WLGAX,6/30/2000,6/30/2015,97.87,56
Ivy Micro Cap Growth A,Small Growth,99.63,IGWAX,2/17/2009,6/30/2015,97.52,107
Ivy Mid Cap Growth A,Mid Growth,91.38,WMGAX,6/30/2000,6/30/2015,97.74,87
Ivy Mid Cap Income Opportunities A,Mid Value,95.18,IVOAX,10/1/2014,6/30/2015,98.1,36
Ivy Small Cap Growth C,Small Growth,88.85,WRGCX,9/21/1992,6/30/2015,95.32,87
Ivy Small Cap Value A,Small Value,92.75,IYSAX,1/31/1997,6/30/2015,98.02,67
Ivy Tax-Managed Equity I,Large Growth,63.37,WYTMX,3/31/2000,6/30/2015,94.89,53
Ivy Value A,Large Value,84.86,IYVAX,9/16/1994,6/30/2015,95.44,40
Jacob Micro Cap Growth Institutional,Small Growth,99.68,JMIGX,12/31/1997,3/31/2015,93.8,42
Jacob Small Cap Growth Investor,Small Growth,97.22,JSCGX,2/1/2010,3/31/2015,99.94,34
Jacob Wisdom,Large Blend,81.97,JWSFX,2/17/2010,3/31/2015,99.31,39
Jacobs Broel Value,Large Value,85.98,JBVLX,6/26/2012,2/28/2015,86.1,29
JAG Large Cap Growth A,Large Growth,78.35,JLGAX,12/22/2011,3/31/2015,98.93,33
James Micro Cap,Small Value,100,JMCRX,7/1/2010,5/31/2015,92.04,47
James Mid Cap,Mid Value,91.2,JAMDX,6/30/2006,5/31/2015,93.09,58
James Small Cap,Small Value,92.03,JASCX,10/2/1998,5/31/2015,96.41,95
Jamestown Equity,Large Blend,72.84,JAMEX,12/1/1992,6/30/2015,100,51
Janus Aspen Enterprise Instl,Mid Growth,92.37,JAAGX,9/13/1993,6/30/2015,97.18,83
Janus Aspen Forty Instl,Large Growth,73.05,JACAX,5/1/1997,6/30/2015,97.98,42
Janus Aspen INTECH US Low Volatil Svc,Large Blend,75.62,[na],9/6/2012,3/31/2015,94.89,214
Janus Aspen Janus Instl,Large Growth,57.5,JAGRX,9/13/1993,6/30/2015,98,90
Janus Aspen Perkins Mid Cap Value Svc,Mid Value,88.96,[na],12/31/2002,6/30/2015,94.4,95
Janus Aspen Preservation - Growth Instl,Large Growth,56.82,JAPGX,1/3/2012,6/30/2015,91.97,89
Janus Contrarian D,Large Blend,94.16,JACNX,2/29/2000,6/30/2015,97.8,40
Janus D,Large Growth,57.61,JANDX,2/5/1970,6/30/2015,96.23,90
Janus Enterprise D,Mid Growth,92.37,JANEX,9/1/1992,6/30/2015,94.66,85
Janus Forty S,Large Growth,73.08,JARTX,5/1/1997,6/30/2015,98.36,42
Janus Growth & Income D,Large Blend,70.32,JNGIX,5/15/1991,6/30/2015,96.21,69
Janus Preservation Series - Growth A,Large Growth,56.74,JPGAX,5/4/2011,6/30/2015,95.42,89
Janus Research D,Large Growth,57.61,JNRFX,5/3/1993,6/30/2015,97.86,108
Janus Triton D,Small Growth,84.66,JANIX,2/25/2005,6/30/2015,93.22,114
Janus Twenty D,Large Growth,64.66,JNTFX,4/30/1985,6/30/2015,100,30
Janus Venture D,Small Growth,85.42,JANVX,4/30/1985,6/30/2015,93.26,137
Jensen Quality Growth J,Large Growth,93.53,JENSX,8/3/1992,6/30/2015,98.12,28
Jensen Quality Value I,Mid Value,92.97,JNVIX,3/31/2010,6/30/2015,99.04,73
JHancock Blue Chip Growth 1,Large Growth,55.62,JIBCX,10/14/2005,6/30/2015,99.11,134
JHancock Classic Value A,Large Value,78.44,PZFVX,6/24/1996,6/30/2015,99.12,43
JHancock Disciplined Value I,Large Value,67.53,JVLIX,1/2/1997,6/30/2015,97.45,92
JHancock Disciplined Value Mid Cap A,Mid Value,83.07,JVMAX,6/2/1997,6/30/2015,97.56,132
JHancock Equity-Income 1,Large Value,68.75,JIEMX,10/14/2005,6/30/2015,95.59,116
JHancock Fundamental All Cap Core A,Large Growth,82.98,JFCAX,5/31/2011,6/30/2015,95.81,51
JHancock Fundamental Large Cap Core A,Large Growth,71.73,JFLAX,5/31/2011,6/30/2015,96.79,51
JHancock Fundamental Large Cap Value A,Large Value,75.35,JFVAX,5/31/2011,6/30/2015,98.74,53
JHancock Large Cap Equity A,Large Growth,71.75,TAGRX,10/4/1949,6/30/2015,97,53
JHancock New Opportunities 1,Small Blend,67.82,JISOX,10/14/2005,6/30/2015,96.85,"1,196"
JHancock Select Growth A,Large Growth,83.09,RGROX,6/15/2000,6/30/2015,96.55,45
JHancock Small Cap Core A,Small Blend,94.3,JCCAX,12/20/2013,6/30/2015,98.6,89
JHancock Small Cap Equity A,Small Growth,87.24,SPVAX,1/3/1994,6/30/2015,96.55,76
JHancock Small Cap Value NAV,Small Blend,93.54,JSCNX,12/15/2008,6/30/2015,95.81,96
JHancock Small Company A,Small Blend,90.2,JCSAX,7/31/1991,6/30/2015,96.13,80
JHancock Strategic Growth A,Large Growth,54.03,JSGAX,12/19/2011,6/30/2015,96.87,70
JHancock Technical Opportunities A,Large Growth,85.32,JTCAX,7/31/2009,6/30/2015,97.05,108
JHancock US Equity NAV,Large Blend,59.32,JHUMX,10/24/2005,6/30/2015,98.43,167
JHancock US Global Leaders Growth A,Large Growth,73.48,USGLX,9/29/1995,6/30/2015,95.31,32
JHancock Value Equity A,Large Value,76.12,JVEAX,6/26/2014,6/30/2015,95.92,76
JHFunds2 All Cap Core NAV,Large Blend,74.62,JHBHX,4/28/2006,6/30/2015,94.66,211
JHFunds2 Alpha Opportunities NAV,Large Growth,80.58,JAPVX,10/6/2008,6/30/2015,92.1,377
JHFunds2 Capital App 1,Large Growth,52.53,JICPX,10/14/2005,6/30/2015,98.34,71
JHFunds2 Mid Cap Stock 1,Mid Growth,94.9,JIMSX,10/14/2005,6/30/2015,83.46,110
JHFunds2 Mid Value NAV,Mid Value,85.87,JMVNX,12/31/2008,6/30/2015,91.81,127
JHFunds2 Small Cap Growth NAV,Small Growth,86.1,[na],9/9/2008,6/30/2015,89.07,136
JHFunds2 Small Company Gr NAV,Small Growth,78.71,[na],10/24/2005,6/30/2015,96.54,133
JHFunds2 Small Company Value 1,Small Blend,89.98,JISVX,10/14/2005,6/30/2015,96.94,177
JHFunds2 Value NAV,Mid Value,94.47,[na],10/26/2006,6/30/2015,99.09,53
JNL/BlackRock Large Cap Select Growth A,Large Growth,65.46,[na],5/15/1995,6/30/2015,98.16,51
JNL/DFA US Core Equity A,Large Blend,46.61,[na],9/16/1996,6/30/2015,99.45,"2,353"
JNL/Eagle Small Cap Equity A,Small Growth,84.64,[na],9/16/1996,6/30/2015,98.93,111
JNL/Franklin Templeton Mutual Shares A,Large Value,79.46,[na],1/16/2007,6/30/2015,88.15,122
JNL/Franklin Templeton Small Cap Value A,Small Value,92.12,[na],5/2/2005,6/30/2015,92.93,92
JNL/Goldman Sachs Mid Cap Value A,Mid Value,76.91,[na],5/2/2005,6/30/2015,99.39,226
JNL/Invesco Large Cap Growth A,Large Growth,59.35,[na],10/29/2001,6/30/2015,98.76,74
JNL/Invesco Mid Cap Value A,Mid Blend,94.77,[na],3/2/1998,6/30/2015,97.9,52
JNL/Invesco Small Cap Growth A,Small Growth,78.73,[na],10/29/2001,6/30/2015,95.78,132
JNL/JPMorgan Mid Cap Growth A,Mid Growth,93.82,[na],5/15/1995,6/30/2015,96.04,89
JNL/Mellon Cap S&P 500 Index A,Large Blend,13.77,[na],1/15/2002,6/30/2015,98.36,507
JNL/Mellon Capital 25 A,Mid Value,96.8,[na],7/2/1999,6/30/2015,100,25
JNL/Mellon Capital Dow 10 A,Large Value,67.67,[na],7/2/1999,6/30/2015,99.82,11
JNL/Mellon Capital JNL 5 A,Large Value,70,[na],10/4/2004,6/30/2015,99.94,157
JNL/Mellon Capital NASDAQ 25 A,Large Growth,83.32,[na],10/4/2004,6/30/2015,99.6,26
